Analytical
6393338372	6393338372	5932779447

Baseline
5638746473	5638746473	5178187548

Reconfigurable
0 ms	6715759729	6715760645	6255201720
0 ms	6715438308	6715439224	6254880299
10 ms	6890617013	6890617013	6430058088
10 ms	6785163428	6785163428	6324604503
50 ms	7770617013	7770617013	7310058088
50 ms	7178422609	7178422609	6717863684
100 ms	8870617013	8870617013	8410058088
100 ms	7878422609	7878422609	7417863684
250 ms	12170617013	12170617013	11710058088
250 ms	9978422609	9978422609	9517863684
500 ms	17670617013	17670617013	17210058088
500 ms	15393558451	15393558451	14932999526
750 ms	23170617013	23170617013	22710058088
750 ms	20893558451	20893558451	20432999526
1 s	28670617013	28670617013	28210058088
1 s	26393558451	26393558451	25932999526
