Analytical
2721264293	2721264293	2490699543

Baseline
2833952024	2833952024	2603387274

Reconfigurable
0 ms	2880521432	2880521432	2649956682
0 ms	2880301715	2880301715	2649736965
10 ms	3077615165	3077615165	2847050415
10 ms	2950132553	2950132553	2719567803
50 ms	3957615165	3957615165	3727050415
50 ms	3461306594	3461306594	3230741844
100 ms	5057615165	5057615165	4827050415
100 ms	4161306594	4161306594	3930741844
250 ms	8357615165	8357615165	8127050415
250 ms	7211385335	7211385335	6980820585
500 ms	13857615165	13857615165	13627050415
500 ms	12711385335	12711385335	12480820585
750 ms	19357615165	19357615165	19127050415
750 ms	18211385335	18211385335	17980820585
1 s	24857615165	24857615165	24627050415
1 s	23711385335	23711385335	23480820585
