Analytical
10681952679	10681952679	8867023567

Baseline
10683526638	10683526638	8868597526

Reconfigurable
0 ms	10746073847	10746074762	8931145650
0 ms	10745631617	10745632532	8930703420
10 ms	10806073847	10806074762	8991145650
10 ms	10775579477	10775580392	8960651280
50 ms	11182432101	11182433016	9367503904
50 ms	10895719321	10895720236	9080791124
100 ms	11682432101	11682433016	9867503904
100 ms	11143188313	11143189228	9328260116
250 ms	13182432101	13182433016	11367503904
250 ms	12043188313	12043189228	10228260116
500 ms	15682432101	15682433016	13867503904
500 ms	13543188313	13543189228	11728260116
750 ms	18182432101	18182433016	16367503904
750 ms	15043188313	15043189228	13228260116
1 s	20682432101	20682433016	18867503904
1 s	16543188313	16543189228	14728260116
2 s	30682432101	30682433016	28867503904
2 s	26368056747	26368057662	24553128550
3 s	40682432101	40682433016	38867503904
3 s	36368056747	36368057662	34553128550
