Analytical
5357942457	5357942457	4449962044

Baseline
5420653224	5420653224	4512672811

Reconfigurable
0 ms	5439936625	5439936625	4531956212
0 ms	5439703646	5439703646	4531723233
10 ms	5512256572	5512256572	4604276159
10 ms	5469650506	5469650506	4561670093
50 ms	5910166326	5910166326	5002185913
50 ms	5638260555	5638260555	4730280142
100 ms	6410166326	6410166326	5502185913
100 ms	5938260555	5938260555	5030280142
250 ms	7910166326	7910166326	7002185913
250 ms	6838260555	6838260555	5930280142
500 ms	10410166326	10410166326	9502185913
500 ms	8338260555	8338260555	7430280142
750 ms	12910166326	12910166326	12002185913
750 ms	10745192579	10745192579	9837212166
1 s	15410166326	15410166326	14502185913
1 s	13245192579	13245192579	12337212166
2 s	25410166326	25410166326	24502185913
2 s	23245192579	23245192579	22337212166
3 s	35410166326	35410166326	34502185913
3 s	33245192579	33245192579	32337212166
