Analytical
10681279991	10681279991	7077587415

Baseline
10803091661	10803091661	7199399085

Reconfigurable
0 ms	10807069275	10807070190	7203377614
0 ms	10806921866	10806922781	7203230205
10 ms	10827069275	10827070190	7223377614
10 ms	10816904484	10816905399	7213212823
50 ms	10969058827	10969059742	7365367166
50 ms	10857044329	10857045244	7253352668
100 ms	11169058827	11169059742	7565367166
100 ms	10939533993	10939534908	7335842332
250 ms	11769058827	11769059742	8165367166
250 ms	11239533993	11239534908	7635842332
500 ms	12769058827	12769059742	9165367166
500 ms	11739533993	11739534908	8135842332
750 ms	13769058827	13769059742	10165367166
750 ms	12239533993	12239534908	8635842332
1 s	14769058827	14769059742	11165367166
1 s	12739533993	12739534908	9135842332
2 s	18769058827	18769059742	15165367166
2 s	14739533993	14739534908	11135842332
3 s	22769058827	22769059742	19165367166
3 s	18566231608	18566232523	14962539947
