scenario,total_gpus,gpus_per_node,pp,microbatches,ep_size,variant,latency_label,reconfig_time_ns,wall_min_ns,wall_max_ns,wall_avg_ns,status,output_path
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,2,opus_diverge,10ms,10000000,9370633064,11376032635,10373332849,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_002/opus_diverge/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,2,opus_diverge,50ms,50000000,10570633064,12576032635,11573332849,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_002/opus_diverge/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,2,opus_diverge,100ms,100000000,12070633064,14076032635,13073332849,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_002/opus_diverge/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,2,opus_same,500us,500000,9083133102,11088532672,10085832887,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_002/opus_same/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,2,opus_same,1ms,1000000,9098133102,11103532672,10100832887,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_002/opus_same/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,2,opus_same,10ms,10000000,9368133102,11373532672,10370832887,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_002/opus_same/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,2,opus_same,50ms,50000000,10568133102,12573532672,11570832887,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_002/opus_same/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,2,opus_same,100ms,100000000,12068133102,14073532672,13070832887,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_002/opus_same/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,4,eps,none,0,7697552409,9518141415,8607846232,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_004/eps/output.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,4,eps_fc,none,0,4373584020,5366276614,4869930317,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_004/eps_fc/output.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,4,opus_diverge,500us,500000,8108119304,9961579762,8851928871,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_004/opus_diverge/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,4,opus_diverge,1ms,1000000,8123119304,9976579762,8866928871,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_004/opus_diverge/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,4,opus_diverge,10ms,10000000,8393119304,10246579762,9136928871,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_004/opus_diverge/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,4,opus_diverge,50ms,50000000,9593119304,11446579762,10336928871,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_004/opus_diverge/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,4,opus_diverge,100ms,100000000,11093119304,12946579762,11836928871,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_004/opus_diverge/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,4,opus_same,500us,500000,4732398110,5746865412,5239631761,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_004/opus_same/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,4,opus_same,1ms,1000000,4747398110,5761865412,5254631761,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_004/opus_same/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,4,opus_same,10ms,10000000,5017398110,6031865412,5524631761,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_004/opus_same/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,4,opus_same,50ms,50000000,6217398110,7231865412,6724631761,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_004/opus_same/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,4,opus_same,100ms,100000000,7717398110,8731865412,8224631761,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_004/opus_same/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,8,eps,none,0,3867235714,4778834691,4323034208,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_008/eps/output.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,8,eps_fc,none,0,2195274468,2692175928,2443724746,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_008/eps_fc/output.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,8,opus_diverge,500us,500000,4267040479,5207745019,4717783321,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_008/opus_diverge/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,8,opus_diverge,1ms,1000000,4282040479,5222745019,4732783321,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_008/opus_diverge/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,8,opus_diverge,10ms,10000000,4552040479,5492745019,5002783321,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_008/opus_diverge/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,8,opus_diverge,50ms,50000000,5752040479,6692745019,6202783321,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_008/opus_diverge/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,8,opus_diverge,100ms,100000000,7252040479,8192745019,7702783321,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_008/opus_diverge/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,8,opus_same,500us,500000,2557314898,3076348092,2816831495,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_008/opus_same/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,8,opus_same,1ms,1000000,2572314898,3091348092,2831831495,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_008/opus_same/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,8,opus_same,10ms,10000000,2842314898,3361348092,3101831495,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_008/opus_same/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,8,opus_same,50ms,50000000,4042314898,4561348092,4301831495,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_008/opus_same/log/output_bounded_base_500us.txt
large_scale_ep_scaleout_32gpu_512_all2allv_topk_context,512,32,2,4,8,opus_same,100ms,100000000,5542314898,6061348092,5801831495,ok,/workspace/astra-sim-opus/examples/large_scale_ep_scaleout_32gpu_512_all2allv_topk_context/runs/ep_008/opus_same/log/output_bounded_base_500us.txt
