Analytical
2698534584	2698534584	2467969834

Baseline
2783832151	2783832151	2553267401

Reconfigurable
0 ms	2796259075	2796259075	2565694325
0 ms	2796044871	2796044871	2565480121
10 ms	2991298260	2991298260	2760733510
10 ms	2865870190	2865870190	2635305440
50 ms	3871298260	3871298260	3640733510
50 ms	3377044231	3377044231	3146479481
100 ms	4971298260	4971298260	4740733510
100 ms	4077044231	4077044231	3846479481
250 ms	8271298260	8271298260	8040733510
250 ms	7125068429	7125068429	6894503679
500 ms	13771298260	13771298260	13540733510
500 ms	12625068429	12625068429	12394503679
750 ms	19271298260	19271298260	19040733510
750 ms	18125068429	18125068429	17894503679
1 s	24771298260	24771298260	24540733510
1 s	23625068429	23625068429	23394503679
