Analytical
3237301160	3237301160	3006736410

Baseline
2875663142	2875663142	2645098392

Reconfigurable
0 ms	3398384007	3398384007	3167819257
0 ms	3398294710	3398294710	3167729960
10 ms	3595505696	3595505696	3364940946
10 ms	3467995122	3467995122	3237430372
50 ms	4475505696	4475505696	4244940946
50 ms	3979169163	3979169163	3748604413
100 ms	5575505696	5575505696	5344940946
100 ms	4679169163	4679169163	4448604413
250 ms	8875505696	8875505696	8644940946
250 ms	7729275865	7729275865	7498711115
500 ms	14375505696	14375505696	14144940946
500 ms	13229275865	13229275865	12998711115
750 ms	19875505696	19875505696	19644940946
750 ms	18729275865	18729275865	18498711115
1 s	25375505696	25375505696	25144940946
1 s	24229275865	24229275865	23998711115
