Analytical
5395608641	5395608641	4935049716

Baseline
5597645202	5597645202	5137086277

Reconfigurable
0 ms	5694573738	5694573738	5234014813
0 ms	5694025449	5694025449	5233466524
10 ms	5867638731	5867638731	5407079806
10 ms	5763976521	5763976521	5303417596
50 ms	6747638731	6747638731	6287079806
50 ms	6157235702	6157235702	5696676777
100 ms	7847638731	7847638731	7387079806
100 ms	6857235702	6857235702	6396676777
250 ms	11147638731	11147638731	10687079806
250 ms	8957235702	8957235702	8496676777
500 ms	16647638731	16647638731	16187079806
500 ms	14370580169	14370580169	13910021244
750 ms	22147638731	22147638731	21687079806
750 ms	19870580169	19870580169	19410021244
1 s	27647638731	27647638731	27187079806
1 s	25370580169	25370580169	24910021244
