Analytical
5362949945	5362949945	4902391020

Baseline
5450604617	5450604617	4990045692

Reconfigurable
0 ms	5445236417	5445236417	4984677492
0 ms	5444688138	5444688138	4984129213
10 ms	5613982960	5613982960	5153424035
10 ms	5514568806	5514568806	5054009881
50 ms	6491892714	6491892714	6031333789
50 ms	5907898387	5907898387	5447339462
100 ms	7591892714	7591892714	7131333789
100 ms	6607898387	6607898387	6147339462
250 ms	10891892714	10891892714	10431333789
250 ms	8707898387	8707898387	8247339462
500 ms	16391892714	16391892714	15931333789
500 ms	14114834159	14114834159	13654275234
750 ms	21891892714	21891892714	21431333789
750 ms	19614834159	19614834159	19154275234
1 s	27391892714	27391892714	26931333789
1 s	25114834159	25114834159	24654275234
