Analytical
10691283735	10691283735	8876354623

Baseline
10862540730	10862540730	9047611618

Reconfigurable
0 ms	10817356393	10817357308	9002428196
0 ms	10816914166	10816915081	9001985969
10 ms	10877356393	10877357308	9062428196
10 ms	10846862020	10846862935	9031933823
50 ms	11255545701	11255546616	9440617504
50 ms	10967001865	10967002780	9152073668
100 ms	11755545701	11755546616	9940617504
100 ms	11214470857	11214471772	9399542660
250 ms	13255545701	13255546616	11440617504
250 ms	12114470857	12114471772	10299542660
500 ms	15755545701	15755546616	13940617504
500 ms	13614470857	13614471772	11799542660
750 ms	18255545701	18255546616	16440617504
750 ms	15114470857	15114471772	13299542660
1 s	20755545701	20755546616	18940617504
1 s	16614470857	16614471772	14799542660
2 s	30755545701	30755546616	28940617504
2 s	26441170346	26441171261	24626242149
3 s	40755545701	40755546616	38940617504
3 s	36441170346	36441171261	34626242149
