Analytical
10747270058	10747270058	8932340946

Baseline
11011493768	11011493768	9196564656

Reconfigurable
0 ms	11245050911	11245051827	9430122715
0 ms	11244683519	11244684435	9429755323
10 ms	11305050911	11305051827	9490122715
10 ms	11274556538	11274557454	9459628342
50 ms	11694226542	11694227458	9879298346
50 ms	11394696383	11394697299	9579768187
100 ms	12194226542	12194227458	10379298346
100 ms	11642165375	11642166291	9827237179
250 ms	13694226542	13694227458	11879298346
250 ms	12542165375	12542166291	10727237179
500 ms	16194226542	16194227458	14379298346
500 ms	14042165375	14042166291	12227237179
750 ms	18694226542	18694227458	16879298346
750 ms	15542165375	15542166291	13727237179
1 s	21194226542	21194227458	19379298346
1 s	17042165375	17042166291	15227237179
2 s	31194226542	31194227458	29379298346
2 s	26879851187	26879852103	25064922991
3 s	41194226542	41194227458	39379298346
3 s	36879851187	36879852103	35064922991
