Analytical
5711658046	5711658046	5251099121

Baseline
5624820000	5624820000	5164261075

Reconfigurable
0 ms	6033774228	6033775143	5573216218
0 ms	6033452807	6033453722	5572894797
10 ms	6208631511	6208631511	5748072586
10 ms	6103177926	6103177926	5642619001
50 ms	7088631511	7088631511	6628072586
50 ms	6496437107	6496437107	6035878182
100 ms	8188631511	8188631511	7728072586
100 ms	7196437107	7196437107	6735878182
250 ms	11488631511	11488631511	11028072586
250 ms	9296437107	9296437107	8835878182
500 ms	16988631511	16988631511	16528072586
500 ms	14711572949	14711572949	14251014024
750 ms	22488631511	22488631511	22028072586
750 ms	20211572949	20211572949	19751014024
1 s	27988631511	27988631511	27528072586
1 s	25711572949	25711572949	25251014024
