Analytical
3927673000	3927673000	3697108250

Baseline
2882986203	2882986203	2652421453

Reconfigurable
0 ms	4088908435	4088908435	3858343685
0 ms	4088819138	4088819138	3858254388
10 ms	4286030124	4286030124	4055465374
10 ms	4158519550	4158519550	3927954800
50 ms	5166030124	5166030124	4935465374
50 ms	4669693591	4669693591	4439128841
100 ms	6266030124	6266030124	6035465374
100 ms	5369693591	5369693591	5139128841
250 ms	9566030124	9566030124	9335465374
250 ms	8419800293	8419800293	8189235543
500 ms	15066030124	15066030124	14835465374
500 ms	13919800293	13919800293	13689235543
750 ms	20566030124	20566030124	20335465374
750 ms	19419800293	19419800293	19189235543
1 s	26066030124	26066030124	25835465374
1 s	24919800293	24919800293	24689235543
