Analytical
21326224301	21326224301	14120793492

Baseline
21545732445	21545732445	14340301636

Reconfigurable
0 ms	21401887182	21401888097	14196457288
0 ms	21401600884	21401601799	14196170990
10 ms	21421887182	21421888097	14216457288
10 ms	21411584427	21411585342	14206154533
50 ms	21528394079	21528394994	14322964185
50 ms	21451583502	21451584417	14246153608
100 ms	21719619124	21719620039	14514189230
100 ms	21501862236	21501863151	14296432342
250 ms	22319619124	22319620039	15114189230
250 ms	21766972605	21766973520	14561542711
500 ms	23319619124	23319620039	16114189230
500 ms	22266972605	22266973520	15061542711
750 ms	24319619124	24319620039	17114189230
750 ms	22766972605	22766973520	15561542711
1 s	25319619124	25319620039	18114189230
1 s	23266972605	23266973520	16061542711
2 s	29319619124	29319620039	22114189230
2 s	25266972605	25266973520	18061542711
3 s	33319619124	33319620039	26114189230
3 s	27266972605	27266973520	20061542711
