Analytical
5363828689	5363828689	4455848276

Baseline
5513953238	5513953238	4605972825

Reconfigurable
0 ms	5518049932	5518049932	4610069519
0 ms	5517816953	5517816953	4609836540
10 ms	5590471789	5590471789	4682491376
10 ms	5547834213	5547834213	4639853800
50 ms	5990415865	5990415865	5082435452
50 ms	5716373862	5716373862	4808393449
100 ms	6490415865	6490415865	5582435452
100 ms	6016373862	6016373862	5108393449
250 ms	7990415865	7990415865	7082435452
250 ms	6916373862	6916373862	6008393449
500 ms	10490415865	10490415865	9582435452
500 ms	8416373862	8416373862	7508393449
750 ms	12990415865	12990415865	12082435452
750 ms	10825442118	10825442118	9917461705
1 s	15490415865	15490415865	14582435452
1 s	13325442118	13325442118	12417461705
2 s	25490415865	25490415865	24582435452
2 s	23325442118	23325442118	22417461705
3 s	35490415865	35490415865	34582435452
3 s	33325442118	33325442118	32417461705
