Analytical
11178863786	11178863786	9363934674

Baseline
11037681584	11037681584	9222752472

Reconfigurable
0 ms	11822106572	11822107488	10007178376
0 ms	11822226358	11822227274	10007298162
10 ms	11884693611	11884694527	10069765415
10 ms	11851979594	11851980510	10037051398
50 ms	12279133092	12279134008	10464204896
50 ms	11971979594	11971980510	10157051398
100 ms	12779133092	12779134008	10964204896
100 ms	12219448586	12219449502	10404520390
250 ms	14279133092	14279134008	12464204896
250 ms	13119448586	13119449502	11304520390
500 ms	16779133092	16779134008	14964204896
500 ms	14619448586	14619449502	12804520390
750 ms	19279133092	19279134008	17464204896
750 ms	16119448586	16119449502	14304520390
1 s	21779133092	21779134008	19964204896
1 s	17619448586	17619449502	15804520390
2 s	31779133092	31779134008	29964204896
2 s	27464757738	27464758654	25649829542
3 s	41779133092	41779134008	39964204896
3 s	37464757738	37464758654	35649829542
