Analytical
10959985576	10959985576	9539928633

Baseline
11206751636	11206751636	9786694693

Reconfigurable
0 ms	11010413245	11010414161	9590357218
0 ms	11010230777	11010231693	9590174750
10 ms	11034524592	11034524592	9614467649
10 ms	11020302154	11020303070	9600246127
50 ms	11191596427	11191597343	9771540400
50 ms	11060299376	11060300292	9640243349
100 ms	11391596427	11391597343	9971540400
100 ms	11152633484	11152634400	9732577457
250 ms	11991596427	11991597343	10571540400
250 ms	11452633484	11452634400	10032577457
500 ms	12991596427	12991597343	11571540400
500 ms	11952633484	11952634400	10532577457
750 ms	13991596427	13991597343	12571540400
750 ms	12452633484	12452634400	11032577457
1 s	14991596427	14991597343	13571540400
1 s	12952633484	12952634400	11532577457
