Analytical
5373836177	5373836177	4913277252

Baseline
5545704740	5545704740	5085145815

Reconfigurable
0 ms	5528349724	5528349724	5067790799
0 ms	5527801445	5527801445	5067242520
10 ms	5697198177	5697198177	5236639252
10 ms	5597752513	5597752513	5137193588
50 ms	6577142253	6577142253	6116583328
50 ms	5991011694	5991011694	5530452769
100 ms	7677142253	7677142253	7216583328
100 ms	6691011694	6691011694	6230452769
250 ms	10977142253	10977142253	10516583328
250 ms	8791011694	8791011694	8330452769
500 ms	16477142253	16477142253	16016583328
500 ms	14200083698	14200083698	13739524773
750 ms	21977142253	21977142253	21516583328
750 ms	19700083698	19700083698	19239524773
1 s	27477142253	27477142253	27016583328
1 s	25200083698	25200083698	24739524773
